id,Income,Age,Dependents,Occupation,City_Tier,Rent,Loan_Repayment,Insurance,Groceries,Transport,Eating_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Desired_Savings_Percentage,Desired_Savings,Disposable_Income,Potential_Savings_Rent,Potential_Savings_Loan_Repayment,Potential_Savings_Insurance,Potential_Savings_Groceries,Potential_Savings_Transport,Potential_Savings_Eating_Out,Potential_Savings_Entertainment,Potential_Savings_Utilities,Potential_Savings_Healthcare,Potential_Savings_Education,Potential_Savings_Miscellaneous
2810,79200,48,1,Salaried,Tier_2,15700,5060,1460,5720,4820,2600,1030,4200,4750,3140,4610,53090,26.8,21230,26110,470,150,40,170,480,910,310,130,140,90,1150
2811,52600,28,2,Salaried,Tier_3,15180,0,2430,7460,3320,2250,2260,1990,1080,780,2310,39060,29.6,15570,13540,460,0,70,220,330,790,680,60,30,20,580
2812,15600,38,2,Salaried,Tier_3,4640,1730,640,1920,1370,950,650,960,750,1050,760,15420,19.0,2960,180,140,50,20,60,140,330,200,30,20,30,190
2813,48300,36,1,Salaried,Tier_2,7360,0,2330,6190,1540,1560,890,3120,790,220,2790,26790,10.6,5120,21510,220,0,70,190,150,550,270,90,20,10,700
2814,60300,27,1,Freelancer,Tier_3,8990,12100,2300,8580,1970,5340,2740,2960,1790,200,2700,49670,29.7,17910,10630,270,360,70,260,200,1870,820,90,50,10,680
2815,30200,19,0,Salaried,Tier_3,6410,0,1430,3040,1970,2590,1230,630,840,140,1670,19950,16.0,4830,10250,190,0,40,90,200,910,370,20,30,0,420
2816,50400,27,0,Business Owner,Tier_2,10580,0,520,5090,3800,4530,1440,2650,2420,770,1160,32960,26.8,13510,17440,320,0,20,150,380,1590,430,80,70,20,290
2817,87600,41,3,Salaried,Tier_2,20420,0,2710,12380,4250,4680,2290,3200,1150,6550,5180,62810,23.7,20760,24790,610,0,80,370,420,1640,690,100,30,200,1300
2818,84300,31,2,Self-Employed,Tier_2,18860,14230,3840,8230,4890,8710,2120,5170,3210,160,2820,72240,29.0,24450,12060,570,430,120,250,490,3050,640,160,100,0,700
2819,15800,19,3,Salaried,Tier_1,3630,1310,310,1280,1410,440,760,1020,560,230,940,11890,11.7,1850,3910,110,40,10,40,140,150,230,30,20,10,240
2820,83800,27,0,Salaried,Tier_2,12530,7500,1670,9940,3540,3580,870,4530,950,990,4370,50470,23.0,19270,33330,380,220,50,300,350,1250,260,140,30,30,1090
2821,107500,32,3,Salaried,Tier_1,15850,1930,3020,11260,4890,6360,5350,6330,5120,190,4680,64980,29.9,32140,42520,480,60,90,340,490,2230,1600,190,150,10,1170
2822,23800,19,0,Student,Tier_1,5940,0,980,2860,1440,520,710,1030,790,280,820,15370,15.3,3640,8430,180,0,30,90,140,180,210,30,20,10,200
2823,89900,37,2,Salaried,Tier_2,11770,0,3140,7160,4410,6790,1950,3780,4210,210,4900,48320,21.1,18970,41580,350,0,90,210,440,2380,580,110,130,10,1220
2824,111200,44,3,Business Owner,Tier_2,22100,0,5020,18660,4940,10400,2460,6800,3790,7770,6430,88370,31.6,35140,22830,660,0,150,560,490,3640,740,200,110,230,1610
2825,86400,19,1,Salaried,Tier_1,21110,18960,2210,12000,5190,7510,2790,2910,5290,240,3520,81730,19.3,16680,4670,630,570,70,360,520,2630,840,90,160,10,880
2826,76900,49,1,Salaried,Tier_1,24650,13660,2180,5350,3630,3290,1830,4640,3460,230,4290,67210,8.5,6540,9690,740,410,70,160,360,1150,550,140,100,10,1070
2827,86300,55,0,Business Owner,Tier_1,24120,2780,4170,5290,6120,3320,2490,1760,3620,1140,3630,58440,24.9,21490,27860,720,80,130,160,610,1160,750,50,110,30,910
2828,114800,38,3,Salaried,Tier_2,15910,15750,2090,19380,9090,8880,4700,8000,6530,2060,3060,95450,11.9,13660,19350,480,470,60,580,910,3110,1410,240,200,60,760
2829,123900,53,3,Salaried,Tier_1,22590,14310,4430,10220,9350,7540,4190,6400,6680,14730,3290,103730,26.5,32830,20170,680,430,130,310,940,2640,1260,190,200,440,820
2830,95200,41,1,Salaried,Tier_1,21900,950,3650,12470,5140,2880,4440,2510,4330,5100,4770,68140,16.6,15800,27060,660,30,110,370,510,1010,1330,80,130,150,1190
2831,4500,22,0,Student,Tier_3,650,0,170,580,400,380,210,200,270,60,230,3150,12.5,560,1350,20,0,10,20,40,130,60,10,10,0,60
2832,48500,19,1,Salaried,Tier_1,11630,5500,2050,5860,2980,3630,1330,1610,1110,640,2430,38770,32.0,15520,9730,350,160,60,180,300,1270,400,50,30,20,610
2833,50800,63,1,Retired,Tier_1,17050,0,1280,6630,4430,2280,1560,3080,3170,4430,2870,46780,16.6,8430,4020,510,0,40,200,440,800,470,90,100,130,720
2834,81200,30,2,Freelancer,Tier_1,15350,0,4030,10110,7120,6070,990,3530,4390,6620,3110,61320,28.6,23220,19880,460,0,120,300,710,2120,300,110,130,200,780
2835,83800,72,0,Retired,Tier_1,19570,0,1360,8650,6940,6350,2020,2210,3590,1140,2770,54600,11.1,9300,29200,590,0,40,260,690,2220,610,70,110,30,690
2836,87700,45,2,Salaried,Tier_1,24690,18190,1100,9740,5990,3800,2250,3900,2510,390,2150,74710,32.0,28060,12990,740,550,30,290,600,1330,680,120,80,10,540
2837,110600,29,3,Salaried,Tier_1,31500,0,4210,13580,6580,9150,4370,5570,2980,10750,6530,95220,34.6,38270,15380,940,0,130,410,660,3200,1310,170,90,320,1630
2838,9700,19,0,Self-Employed,Tier_1,1360,0,210,1280,570,1030,400,470,480,0,510,6310,24.7,2400,3390,40,0,10,40,60,360,120,10,10,0,130
2839,65400,37,4,Salaried,Tier_3,17580,3590,2580,5930,5620,3920,2740,1830,4210,4320,2650,54970,31.2,20400,10430,530,110,80,180,560,1370,820,50,130,130,660
2840,8900,21,0,Student,Tier_2,1810,0,150,950,730,480,100,390,490,40,460,5600,25.9,2310,3300,50,0,0,30,70,170,30,10,10,0,120
2841,52000,21,2,Freelancer,Tier_1,9100,3160,1410,5840,2850,1760,600,1740,790,360,1180,28790,23.4,12170,23210,270,90,40,180,280,620,180,50,20,10,300
2842,58300,48,2,Salaried,Tier_1,17930,0,1220,4410,3660,1500,830,2060,1240,820,1570,35240,17.0,9910,23060,540,0,40,130,370,520,250,60,40,20,390
2843,122500,19,2,Salaried,Tier_1,29440,9090,2700,18240,3800,3830,4810,8110,7990,400,5840,94250,30.4,37240,28250,880,270,80,550,380,1340,1440,240,240,10,1460
2844,77200,37,0,Salaried,Tier_2,18530,0,3440,8960,3340,1910,1960,4500,1670,220,2970,47500,28.4,21920,29700,560,0,100,270,330,670,590,140,50,10,740
2845,55300,19,0,Freelancer,Tier_2,11700,0,610,4150,4730,4790,2580,1840,3060,290,2790,36540,9.6,5310,18760,350,0,20,120,470,1680,770,60,90,10,700
2846,121500,33,3,Salaried,Tier_2,23920,0,5960,18540,8120,7230,4920,5910,2960,11210,4010,92780,28.4,34510,28720,720,0,180,560,810,2530,1480,180,90,340,1000
2847,49100,29,4,Self-Employed,Tier_3,6170,9180,1420,5110,4060,5270,1510,3840,3020,1200,2240,43020,9.9,4860,6080,190,280,40,150,410,1840,450,120,90,40,560
2848,78000,55,2,Self-Employed,Tier_2,12600,11570,1280,12470,3550,3780,1930,4200,2490,1360,3960,59190,32.6,25430,18810,380,350,40,370,360,1320,580,130,70,40,990
2849,15400,23,0,Student,Tier_2,4110,0,440,1930,880,330,720,650,500,210,770,10540,11.4,1760,4860,120,0,10,60,90,120,220,20,20,10,190
2850,69700,26,2,Salaried,Tier_3,15040,0,1960,5400,4440,2940,2710,4390,4200,260,1480,42820,21.3,14850,26880,450,0,60,160,440,1030,810,130,130,10,370
2851,36000,37,1,Freelancer,Tier_2,10140,0,1510,5330,2780,1000,990,890,730,590,970,24930,27.2,9790,11070,300,0,50,160,280,350,300,30,20,20,240
2852,66300,33,0,Business Owner,Tier_2,17470,11270,2960,5520,3930,2610,2100,3670,2320,30,3700,55580,31.4,20820,10720,520,340,90,170,390,910,630,110,70,0,920
2853,84100,41,1,Salaried,Tier_2,21630,2180,1820,12090,4530,4150,3910,4220,3240,260,4950,62980,21.2,17830,21120,650,70,50,360,450,1450,1170,130,100,10,1240
2854,69200,45,0,Self-Employed,Tier_1,14570,0,1840,9080,4300,6330,2160,2220,2950,890,3420,47760,21.4,14810,21440,440,0,60,270,430,2220,650,70,90,30,860
2855,32200,40,2,Self-Employed,Tier_3,5440,4400,870,2990,1960,1020,1060,810,2120,310,1610,22590,17.4,5600,9610,160,130,30,90,200,360,320,20,60,10,400
2856,70300,46,1,Freelancer,Tier_2,19010,0,1190,7310,5540,4400,2040,1940,4420,2870,3610,52330,25.8,18140,17970,570,0,40,220,550,1540,610,60,130,90,900
2857,154000,40,3,Salaried,Tier_1,27140,0,3840,24910,10880,9230,3790,6220,2020,1890,5870,95790,16.6,25560,58210,810,0,120,750,1090,3230,1140,190,60,60,1470
2858,141100,22,0,Salaried,Tier_1,37540,13710,4150,10620,4330,7210,6460,5120,5250,1020,3840,99250,28.4,40070,41850,1130,410,120,320,430,2520,1940,150,160,30,960
2859,144700,23,0,Business Owner,Tier_1,41540,5410,7020,9970,7730,9950,2710,3290,6040,2000,4650,100310,8.7,12590,44390,1250,160,210,300,770,3480,810,100,180,60,1160
2860,44900,31,3,Business Owner,Tier_2,12090,7380,950,4680,3990,2100,770,1400,1180,1770,1620,37930,27.1,12170,6970,360,220,30,140,400,740,230,40,40,50,400
2861,100200,55,1,Salaried,Tier_2,21240,8950,2670,8590,6250,2330,3160,3860,1260,10,5790,64110,30.9,30960,36090,640,270,80,260,620,820,950,120,40,0,1450
2862,87000,39,2,Salaried,Tier_2,17050,16640,3930,6320,6120,3340,2250,5750,1390,9230,3300,75320,24.0,20880,11680,510,500,120,190,610,1170,680,170,40,280,820
2863,25200,31,1,Salaried,Tier_2,5320,1770,1150,2920,1760,2260,1190,1460,850,190,1140,20010,24.8,6250,5190,160,50,30,90,180,790,360,40,30,10,280
2864,69900,30,0,Salaried,Tier_1,16090,9900,2670,5280,2850,3720,1960,2820,1830,400,2200,49720,20.9,14610,20180,480,300,80,160,280,1300,590,80,50,10,550
2865,171200,50,2,Business Owner,Tier_1,30390,0,4270,18500,12870,14450,8070,10750,9000,6330,10090,124720,9.9,16950,46480,910,0,130,560,1290,5060,2420,320,270,190,2520
2866,74700,19,2,Freelancer,Tier_2,21470,0,3570,7850,3990,6140,2610,3600,3210,1110,1870,55420,34.7,25920,19280,640,0,110,240,400,2150,780,110,100,30,470
2867,99300,26,1,Self-Employed,Tier_1,29530,0,4670,6770,8790,5730,2220,5490,5700,430,3320,72650,26.8,26610,26650,890,0,140,200,880,2010,670,160,170,10,830
2868,149300,38,2,Self-Employed,Tier_2,33540,21380,3630,14350,7390,10830,2480,9010,10060,3110,3030,118810,33.3,49720,30490,1010,640,110,430,740,3790,740,270,300,90,760
2869,21100,37,3,Salaried,Tier_2,2610,3920,1000,1570,660,1750,840,940,1370,1180,430,16270,27.4,5780,4830,80,120,30,50,70,610,250,30,40,40,110
2870,65400,38,0,Freelancer,Tier_3,18360,0,3200,8910,4690,4870,1560,1690,3050,900,3750,50980,12.4,8110,14420,550,0,100,270,470,1700,470,50,90,30,940
2871,172300,47,3,Salaried,Tier_1,58970,37160,2800,21040,15080,9040,4450,7640,3380,3460,4390,167410,28.3,48760,4890,1770,1110,80,630,1510,3160,1340,230,100,100,1100
2872,98200,50,3,Salaried,Tier_2,23840,0,2790,16250,4680,4690,3100,3880,4620,4420,4220,72490,21.2,20820,25710,720,0,80,490,470,1640,930,120,140,130,1060
2873,82100,35,0,Salaried,Tier_2,11560,5760,3060,6720,4920,2640,3570,2580,3440,1240,4820,50310,14.0,11490,31790,350,170,90,200,490,920,1070,80,100,40,1200
2874,129800,36,0,Salaried,Tier_1,36580,0,4300,9730,11300,8130,3650,7130,2550,1510,4910,89790,18.6,24140,40010,1100,0,130,290,1130,2850,1100,210,80,50,1230
2875,73800,26,0,Salaried,Tier_2,13720,0,2710,4530,2840,4870,2720,3150,1040,1230,3220,40030,23.9,17640,33770,410,0,80,140,280,1700,820,90,30,40,800
2876,58800,23,2,Salaried,Tier_1,8210,10010,1500,5570,4340,1420,2450,3070,1670,270,2770,41280,23.9,14050,17520,250,300,40,170,430,500,740,90,50,10,690
2877,132100,34,1,Salaried,Tier_1,31250,18360,1710,18120,9000,2850,2840,3600,2430,14550,6890,111600,8.2,10830,20500,940,550,50,540,900,1000,850,110,70,440,1720
2878,49100,44,0,Salaried,Tier_2,13830,5680,1570,4180,1990,3310,1140,1830,2220,340,1260,37350,12.5,6140,11750,410,170,50,130,200,1160,340,50,70,10,320
2879,80300,30,2,Salaried,Tier_2,15170,3790,3150,10210,5770,6150,2120,4000,1080,1430,4280,57150,14.8,11880,23150,460,110,90,310,580,2150,640,120,30,40,1070
2880,32400,23,1,Self-Employed,Tier_2,8420,5550,1270,4750,2200,2340,1470,1940,490,510,1470,30410,9.5,3080,1990,250,170,40,140,220,820,440,60,10,20,370
2881,245300,31,2,Self-Employed,Tier_1,46480,9180,5820,29510,14130,20920,4570,8360,12760,11620,12730,176080,31.4,77020,69220,1390,280,170,890,1410,7320,1370,250,380,350,3180
2882,41400,35,1,Salaried,Tier_2,10530,6740,1900,3510,1250,1580,1990,1350,1530,4610,2400,37390,14.7,6090,4010,320,200,60,110,120,550,600,40,50,140,600
2883,99700,30,2,Salaried,Tier_2,22460,0,1170,15280,7130,2130,4010,3310,1360,9130,4320,70300,9.4,9370,29400,670,0,40,460,710,750,1200,100,40,270,1080
2884,79800,26,1,Self-Employed,Tier_3,21620,0,970,8820,4700,8330,2410,4020,2550,470,3740,57630,12.2,9740,22170,650,0,30,260,470,2920,720,120,80,10,940
2885,28600,22,2,Salaried,Tier_3,7390,1850,1390,3530,1710,1260,380,940,1660,70,1040,21220,19.9,5690,7380,220,60,40,110,170,440,110,30,50,0,260
2886,205900,35,2,Self-Employed,Tier_1,54550,40370,3500,24060,7440,9690,6570,5500,5820,18450,10140,186090,26.9,55390,19810,1640,1210,100,720,740,3390,1970,160,170,550,2540
2887,134000,20,1,Business Owner,Tier_2,22000,11300,6510,13020,10090,14410,6270,4850,3990,530,5180,98150,25.1,33630,35850,660,340,200,390,1010,5040,1880,150,120,20,1300
2888,15700,20,0,Student,Tier_3,4640,0,250,2050,880,710,740,710,460,270,700,11410,34.7,5450,4290,140,0,10,60,90,250,220,20,10,10,180
2889,55600,22,0,Salaried,Tier_2,13080,0,2230,7460,5000,4740,2600,2600,2440,880,1810,42840,31.3,17400,12760,390,0,70,220,500,1660,780,80,70,30,450
2890,12800,19,0,Student,Tier_2,2260,890,170,1720,650,950,310,310,440,70,560,8330,22.7,2910,4470,70,30,10,50,60,330,90,10,10,0,140
2891,116600,34,0,Self-Employed,Tier_1,30770,0,1500,11690,9330,8600,5380,6170,5420,1850,4700,85410,25.3,29500,31190,920,0,40,350,930,3010,1610,190,160,60,1180
2892,64900,31,0,Salaried,Tier_1,9610,9120,3190,7930,3520,4790,1900,2880,1760,290,3280,48270,31.1,20180,16630,290,270,100,240,350,1680,570,90,50,10,820
2893,4500,18,0,Student,Tier_3,610,0,170,510,180,310,50,240,150,20,150,2390,20.2,910,2110,20,0,10,20,20,110,20,10,0,0,40
2894,388900,40,1,Business Owner,Tier_1,99050,0,4840,38970,17530,35460,19350,23110,13500,36170,9000,296980,9.6,37330,91920,2970,0,150,1170,1750,12410,5800,690,400,1090,2250
2895,126400,40,0,Business Owner,Tier_3,16790,19240,5120,14970,10400,9960,4130,5030,7200,480,2630,95950,16.6,20980,30450,500,580,150,450,1040,3490,1240,150,220,10,660
2896,21000,23,0,Student,Tier_1,6820,0,990,2230,870,1630,410,970,1050,350,650,15970,8.2,1720,5030,200,0,30,70,90,570,120,30,30,10,160
2897,8100,18,0,Student,Tier_1,1340,0,140,840,300,210,370,460,460,110,250,4480,25.6,2070,3620,40,0,0,30,30,70,110,10,10,0,60
2898,10200,37,0,Freelancer,Tier_3,2850,1500,310,880,490,330,170,500,600,130,260,8020,23.0,2350,2180,90,40,10,30,50,120,50,20,20,0,60
2899,56200,38,2,Salaried,Tier_2,14340,9030,1200,8620,2870,4820,2160,2840,1970,3300,2560,53710,9.8,5510,2490,430,270,40,260,290,1690,650,90,60,100,640
2900,4800,40,1,Freelancer,Tier_3,1000,20,180,420,240,390,240,310,100,20,280,3200,17.1,820,1600,30,0,10,10,20,140,70,10,0,0,70
2901,147400,42,0,Business Owner,Tier_2,28820,0,4480,20190,10170,15180,2620,3900,3920,2250,7550,99080,17.1,25210,48320,860,0,130,610,1020,5310,790,120,120,70,1890
2902,31000,23,2,Salaried,Tier_3,5000,1740,1390,2790,1820,640,960,1430,1590,270,1040,18670,12.4,3840,12330,150,50,40,80,180,220,290,40,50,10,260
2903,14400,22,3,Freelancer,Tier_3,4080,0,320,1980,620,1270,220,1020,220,60,760,10550,20.9,3010,3850,120,0,10,60,60,440,70,30,10,0,190
2904,84700,50,0,Salaried,Tier_1,13390,12360,2240,8760,4590,4160,1800,4250,2570,520,2970,57610,24.8,21010,27090,400,370,70,260,460,1460,540,130,80,20,740
2905,66700,36,0,Salaried,Tier_1,20970,0,1250,7430,3240,5080,2600,1990,1210,470,2660,46900,21.3,14210,19800,630,0,40,220,320,1780,780,60,40,10,660
2906,144700,43,0,Salaried,Tier_1,31770,12660,3870,11340,11400,4770,4410,3090,2040,880,7130,93360,18.2,26340,51340,950,380,120,340,1140,1670,1320,90,60,30,1780
2907,68800,41,1,Salaried,Tier_2,16510,1720,3230,10000,3140,1530,3090,2590,1750,610,2350,46520,34.4,23670,22280,500,50,100,300,310,540,930,80,50,20,590
2908,6000,18,0,Student,Tier_2,1210,0,140,460,270,510,160,320,120,30,260,3480,19.4,1160,2520,40,0,0,10,30,180,50,10,0,0,60
2909,120400,28,1,Salaried,Tier_1,37110,7930,3140,11360,6700,5850,4770,4490,6260,180,3720,91510,32.7,39370,28890,1110,240,90,340,670,2050,1430,130,190,10,930
2910,93600,31,2,Business Owner,Tier_1,24150,7920,3680,13250,5670,3420,3450,5850,1630,3220,4100,76340,33.0,30890,17260,720,240,110,400,570,1200,1040,180,50,100,1020
2911,22200,57,0,Retired,Tier_2,5700,390,570,2500,1230,1520,1010,680,1130,210,830,15770,22.2,4930,6430,170,10,20,80,120,530,300,20,30,10,210
2912,135200,22,2,Salaried,Tier_1,42090,19730,6680,14350,8950,11620,4970,6300,7550,1670,6560,130470,17.3,23390,4730,1260,590,200,430,900,4070,1490,190,230,50,1640
2913,135500,32,0,Business Owner,Tier_2,34590,2300,1710,16870,10260,9890,5250,6490,4970,780,6980,100090,30.9,41870,35410,1040,70,50,510,1030,3460,1580,190,150,20,1740
2914,25300,22,0,Student,Tier_1,5370,5480,1100,2580,1260,2000,1060,1080,1240,100,970,22240,23.1,5840,3060,160,160,30,80,130,700,320,30,40,0,240
2915,138100,26,1,Salaried,Tier_1,20120,0,6180,20030,6260,3110,5570,8290,8680,1350,4740,84330,26.0,35910,53770,600,0,190,600,630,1090,1670,250,260,40,1180
2916,58300,27,2,Self-Employed,Tier_2,15130,2920,2100,4340,2000,4110,1600,3630,1580,710,1470,39590,23.6,13760,18710,450,90,60,130,200,1440,480,110,50,20,370
2917,46300,40,1,Freelancer,Tier_2,11770,0,870,4440,3750,1830,1450,2820,1500,3460,1070,32960,27.4,12690,13340,350,0,30,130,380,640,440,80,40,100,270
2918,39800,37,3,Salaried,Tier_3,5350,2080,1300,3100,2630,2590,1600,1070,1460,330,1160,22670,11.8,4700,17130,160,60,40,90,260,910,480,30,40,10,290
2919,52600,35,2,Salaried,Tier_3,10800,8190,1510,8030,2940,4140,1590,2430,1750,290,2090,43760,9.2,4840,8840,320,250,50,240,290,1450,480,70,50,10,520
2920,63000,58,1,Freelancer,Tier_2,13390,13640,2620,8820,4270,3050,740,2540,2120,380,3570,55140,19.2,12100,7860,400,410,80,260,430,1070,220,80,60,10,890
2921,59100,60,2,Retired,Tier_2,13610,0,2110,9230,4870,3540,1080,2410,760,830,3370,41810,26.6,15720,17290,410,0,60,280,490,1240,320,70,20,20,840
2922,8100,26,2,Salaried,Tier_1,2570,0,320,1210,500,420,250,440,310,70,340,6430,16.7,1350,1670,80,0,10,40,50,150,80,10,10,0,80
2923,20700,20,0,Student,Tier_1,4630,0,520,1960,900,970,830,740,1220,210,1040,13020,13.6,2820,7680,140,0,20,60,90,340,250,20,40,10,260
2924,4500,37,2,Self-Employed,Tier_3,770,750,60,410,300,480,150,270,290,160,190,3830,23.2,1040,670,20,20,0,10,30,170,40,10,10,0,50
2925,185600,30,0,Business Owner,Tier_1,42800,28650,7880,22190,13810,14270,7110,6290,1920,600,4680,150200,30.5,56610,35400,1280,860,240,670,1380,4990,2130,190,60,20,1170
2926,78000,37,1,Business Owner,Tier_2,13370,15160,3530,9860,5440,7700,930,4120,2830,2780,3550,69270,33.0,25740,8730,400,450,110,300,540,2700,280,120,80,80,890
2927,122900,37,2,Salaried,Tier_1,23050,22720,5030,14950,4330,7180,4610,6920,2980,3680,3430,98880,14.3,17570,24020,690,680,150,450,430,2510,1380,210,90,110,860
2928,6000,26,1,Salaried,Tier_2,1160,0,290,540,420,150,130,220,360,10,280,3560,16.6,1000,2440,30,0,10,20,40,50,40,10,10,0,70
2929,148200,42,2,Salaried,Tier_1,49600,0,2580,23120,5010,9400,5890,7420,9550,6100,6970,125640,34.7,51430,22560,1490,0,80,690,500,3290,1770,220,290,180,1740
2930,86100,30,4,Salaried,Tier_2,19620,9810,1120,6880,3400,2610,3610,5250,6150,1040,4540,64030,16.1,13860,22070,590,290,30,210,340,910,1080,160,180,30,1140
2931,141400,35,1,Business Owner,Tier_2,30610,9550,6730,12220,7120,9160,2200,6710,3820,13700,5660,107480,22.8,32240,33920,920,290,200,370,710,3210,660,200,110,410,1420
2932,121300,28,2,Self-Employed,Tier_2,28530,2180,4140,12650,10280,9000,1670,4460,3100,1290,6160,83460,27.0,32750,37840,860,70,120,380,1030,3150,500,130,90,40,1540
2933,90200,55,1,Salaried,Tier_3,13170,910,3090,8880,3280,7590,3650,3600,3700,460,2040,50370,22.8,20570,39830,400,30,90,270,330,2660,1100,110,110,10,510
2934,66600,36,0,Freelancer,Tier_2,12970,10110,3130,7370,3750,2200,3220,1670,3560,360,3380,51720,21.3,14190,14880,390,300,90,220,380,770,970,50,110,10,840
2935,24200,54,3,Freelancer,Tier_2,5200,5050,580,3220,990,560,580,740,920,70,1300,19210,32.2,7790,4990,160,150,20,100,100,200,170,20,30,0,320
2936,42500,19,2,Salaried,Tier_1,6230,5690,1130,3060,2200,2100,470,2650,1740,490,1850,27610,17.0,7220,14890,190,170,30,90,220,740,140,80,50,10,460
2937,42500,57,1,Retired,Tier_2,5270,4900,1170,4750,2400,3610,1080,1210,2460,2660,1280,30790,11.1,4720,11710,160,150,40,140,240,1260,320,40,70,80,320
2938,136100,30,1,Salaried,Tier_1,32210,840,2660,11340,8510,4610,5740,8000,4680,7650,6370,92610,28.0,38110,43490,970,30,80,340,850,1610,1720,240,140,230,1590
2939,13200,54,3,Freelancer,Tier_1,3270,0,660,2100,600,620,300,550,390,190,420,9100,32.6,4300,4100,100,0,20,60,60,220,90,20,10,10,100
2940,72200,28,1,Business Owner,Tier_2,18140,10340,2530,9190,3010,3130,1510,1610,4290,60,3360,57170,32.8,23680,15030,540,310,80,280,300,1100,450,50,130,0,840
2941,50900,42,0,Salaried,Tier_3,9310,3840,2250,4800,3370,2300,2220,2370,2380,550,2230,35620,24.5,12470,15280,280,120,70,140,340,800,670,70,70,20,560
2942,42600,55,0,Retired,Tier_2,6460,9270,1470,3250,2630,3060,1880,1420,2080,260,1970,33750,31.1,13250,8850,190,280,40,100,260,1070,560,40,60,10,490
2943,13700,20,0,Student,Tier_1,4210,0,620,990,900,340,610,800,650,100,320,9540,13.1,1790,4160,130,0,20,30,90,120,180,20,20,0,80
2944,46000,42,2,Salaried,Tier_3,9270,0,2170,4370,1400,3570,1910,2780,2270,3480,1100,32320,8.8,4050,13680,280,0,70,130,140,1250,570,80,70,100,280
2945,6000,31,2,Business Owner,Tier_2,1620,960,160,520,310,260,240,380,340,620,200,5610,10.7,640,390,50,30,0,20,30,90,70,10,10,20,50
2946,85200,62,0,Retired,Tier_1,14550,0,3910,9480,2800,2510,2810,3390,3870,1310,1990,46620,14.2,12100,38580,440,0,120,280,280,880,840,100,120,40,500
2947,91600,40,2,Salaried,Tier_1,19690,0,4520,10770,4180,2710,1750,2470,4040,7400,4420,61950,12.3,11270,29650,590,0,140,320,420,950,520,70,120,220,1100
2948,48600,32,0,Salaried,Tier_1,13840,0,1240,3820,4060,1920,1040,1880,1920,160,2220,32100,19.2,9330,16500,420,0,40,110,410,670,310,60,60,0,560
2949,44100,42,0,Freelancer,Tier_3,11870,8110,1850,5260,2550,3320,1870,2410,860,590,900,39590,13.9,6130,4510,360,240,60,160,260,1160,560,70,30,20,220
2950,164200,29,0,Business Owner,Tier_2,44230,0,5030,13700,7100,13220,7600,4640,9640,1860,3360,110380,24.5,40230,53820,1330,0,150,410,710,4630,2280,140,290,60,840
2951,100600,19,0,Salaried,Tier_1,16300,6630,2980,9040,6460,5800,2760,2300,3100,390,4050,59810,28.0,28170,40790,490,200,90,270,650,2030,830,70,90,10,1010
2952,38600,22,0,Student,Tier_1,9150,0,930,4760,1500,1390,610,1750,1460,640,900,23090,33.6,12970,15510,270,0,30,140,150,490,180,50,40,20,220
2953,169600,23,0,Business Owner,Tier_2,21230,0,7330,12120,10020,8450,3210,5720,2900,930,8920,80830,30.1,51050,88770,640,0,220,360,1000,2960,960,170,90,30,2230
2954,36600,30,0,Salaried,Tier_3,10100,1610,690,2650,1380,890,1260,1080,1980,310,1750,23700,8.8,3220,12900,300,50,20,80,140,310,380,30,60,10,440
2955,116200,32,1,Salaried,Tier_1,20020,18440,2310,7820,4180,5210,2460,5200,1400,680,5490,73210,10.5,12200,42990,600,550,70,230,420,1820,740,160,40,20,1370
2956,13000,31,0,Salaried,Tier_2,2910,1680,260,1070,1160,750,620,590,720,200,640,10600,30.3,3940,2400,90,50,10,30,120,260,190,20,20,10,160
2957,104800,35,0,Salaried,Tier_2,30870,0,1960,8470,4330,7410,3030,2800,5070,610,5260,69810,28.3,29660,34990,930,0,60,250,430,2590,910,80,150,20,1320
2958,158500,19,0,Salaried,Tier_1,53960,23160,7890,10230,9040,5960,2440,7930,6700,2820,4370,134500,30.7,48660,24000,1620,690,240,310,900,2090,730,240,200,80,1090
2959,41500,47,0,Salaried,Tier_1,6640,0,1670,5550,3160,2130,940,1580,1190,260,2310,25430,25.6,10620,16070,200,0,50,170,320,750,280,50,40,10,580
2960,62900,44,1,Self-Employed,Tier_3,12250,0,1140,8180,2760,2100,880,2430,860,70,3430,34100,24.4,15350,28800,370,0,30,250,280,740,260,70,30,0,860
2961,95200,40,2,Salaried,Tier_1,30660,0,1860,7060,5160,6490,4540,4400,3740,7800,4200,75910,18.7,17800,19290,920,0,60,210,520,2270,1360,130,110,230,1050
2962,46500,40,2,Self-Employed,Tier_1,12120,8230,1920,5900,3530,3800,840,3040,2190,730,1660,43960,20.8,9670,2540,360,250,60,180,350,1330,250,90,70,20,420
2963,59700,32,0,Freelancer,Tier_3,10770,0,2510,7130,2830,4140,1590,3180,1950,90,2450,36640,24.3,14510,23060,320,0,80,210,280,1450,480,100,60,0,610
2964,213100,24,2,Business Owner,Tier_1,47600,0,3720,17650,15370,16620,7670,13980,14680,2260,11180,150730,16.1,34310,62370,1430,0,110,530,1540,5820,2300,420,440,70,2800
